domain_id,n_molecules,n_actives,fraction_active,shift_type,internal_split
18161,1,1,1.0,scaffold,iid_test
18165,1,1,1.0,scaffold,iid_test
18174,1,1,1.0,scaffold,iid_test
18176,1,1,1.0,scaffold,iid_test
18177,1,1,1.0,scaffold,iid_test
18257,1,1,1.0,scaffold,iid_test
18262,2,2,1.0,scaffold,iid_test
18265,1,1,1.0,scaffold,iid_test
18285,1,1,1.0,scaffold,iid_test
18403,1,1,1.0,scaffold,iid_test
18404,1,1,1.0,scaffold,iid_test
18440,1,1,1.0,scaffold,iid_test
18461,1,1,1.0,scaffold,iid_test
18462,2,2,1.0,scaffold,iid_test
18467,1,1,1.0,scaffold,iid_test
18472,1,1,1.0,scaffold,iid_test
18478,1,1,1.0,scaffold,iid_test
18527,1,1,1.0,scaffold,iid_test
18528,1,1,1.0,scaffold,iid_test
18549,1,1,1.0,scaffold,iid_test
18658,1,1,1.0,scaffold,iid_test
18669,1,1,1.0,scaffold,iid_test
18673,1,1,1.0,scaffold,iid_test
18684,3,3,1.0,scaffold,iid_test
18687,1,1,1.0,scaffold,iid_test
18693,2,2,1.0,scaffold,iid_test
18699,1,1,1.0,scaffold,iid_test
18701,2,2,1.0,scaffold,iid_test
18711,1,1,1.0,scaffold,iid_test
18712,1,1,1.0,scaffold,iid_test
18713,1,1,1.0,scaffold,iid_test
18716,1,1,1.0,scaffold,iid_test
18717,1,1,1.0,scaffold,iid_test
18719,1,1,1.0,scaffold,iid_test
18720,1,1,1.0,scaffold,iid_test
18721,1,1,1.0,scaffold,iid_test
18723,1,1,1.0,scaffold,iid_test
18724,1,1,1.0,scaffold,iid_test
18729,1,0,0.0,scaffold,iid_test
18740,1,1,1.0,scaffold,iid_test
18771,1,1,1.0,scaffold,iid_test
18799,1,1,1.0,scaffold,iid_test
18809,1,1,1.0,scaffold,iid_test
18817,2,2,1.0,scaffold,iid_test
18819,2,2,1.0,scaffold,iid_test
18820,1,1,1.0,scaffold,iid_test
18821,1,1,1.0,scaffold,iid_test
18828,1,1,1.0,scaffold,iid_test
18831,1,1,1.0,scaffold,iid_test
18839,1,1,1.0,scaffold,iid_test
18843,1,1,1.0,scaffold,iid_test
18854,1,1,1.0,scaffold,iid_test
18876,1,1,1.0,scaffold,iid_test
18879,1,1,1.0,scaffold,iid_test
18912,1,1,1.0,scaffold,iid_test
18917,1,1,1.0,scaffold,iid_test
18918,1,1,1.0,scaffold,iid_test
18922,1,1,1.0,scaffold,iid_test
18929,1,1,1.0,scaffold,iid_test
18932,1,1,1.0,scaffold,iid_test
18948,1,1,1.0,scaffold,iid_test
18950,1,1,1.0,scaffold,iid_test
18960,1,1,1.0,scaffold,iid_test
18966,1,1,1.0,scaffold,iid_test
18968,1,1,1.0,scaffold,iid_test
18990,1,1,1.0,scaffold,iid_test
19011,1,1,1.0,scaffold,iid_test
19033,1,1,1.0,scaffold,iid_test
19035,1,1,1.0,scaffold,iid_test
19050,1,1,1.0,scaffold,iid_test
19073,1,1,1.0,scaffold,iid_test
19088,1,1,1.0,scaffold,iid_test
19191,1,1,1.0,scaffold,iid_test
19192,1,1,1.0,scaffold,iid_test
19203,1,1,1.0,scaffold,iid_test
19212,1,1,1.0,scaffold,iid_test
19219,1,1,1.0,scaffold,iid_test
19250,1,1,1.0,scaffold,iid_test
19311,1,0,0.0,scaffold,iid_test
19315,1,1,1.0,scaffold,iid_test
19323,1,1,1.0,scaffold,iid_test
19361,1,1,1.0,scaffold,iid_test
19428,1,1,1.0,scaffold,iid_test
19432,1,1,1.0,scaffold,iid_test
19457,1,1,1.0,scaffold,iid_test
19459,1,1,1.0,scaffold,iid_test
19475,1,1,1.0,scaffold,iid_test
19487,1,1,1.0,scaffold,iid_test
19489,1,1,1.0,scaffold,iid_test
19496,1,1,1.0,scaffold,iid_test
19505,1,1,1.0,scaffold,iid_test
19508,1,1,1.0,scaffold,iid_test
19509,2,2,1.0,scaffold,iid_test
19510,1,1,1.0,scaffold,iid_test
19518,1,1,1.0,scaffold,iid_test
19524,1,1,1.0,scaffold,iid_test
19533,1,1,1.0,scaffold,iid_test
19534,1,1,1.0,scaffold,iid_test
19537,1,1,1.0,scaffold,iid_test
19540,1,1,1.0,scaffold,iid_test
19673,4,4,1.0,scaffold,iid_test
19674,1,1,1.0,scaffold,iid_test
19675,1,1,1.0,scaffold,iid_test
19678,1,1,1.0,scaffold,iid_test
19680,1,1,1.0,scaffold,iid_test
19682,1,1,1.0,scaffold,iid_test
19683,2,2,1.0,scaffold,iid_test
19688,1,1,1.0,scaffold,iid_test
19694,1,1,1.0,scaffold,iid_test
19701,1,1,1.0,scaffold,iid_test
19702,1,1,1.0,scaffold,iid_test
19704,1,1,1.0,scaffold,iid_test
19705,1,1,1.0,scaffold,iid_test
19706,1,1,1.0,scaffold,iid_test
19715,1,1,1.0,scaffold,iid_test
19719,1,1,1.0,scaffold,iid_test
19727,1,1,1.0,scaffold,iid_test
19738,1,1,1.0,scaffold,iid_test
19742,1,1,1.0,scaffold,iid_test
19745,1,1,1.0,scaffold,iid_test
19749,1,1,1.0,scaffold,iid_test
19758,1,0,0.0,scaffold,iid_test
19766,1,1,1.0,scaffold,iid_test
19767,1,1,1.0,scaffold,iid_test
19768,1,1,1.0,scaffold,iid_test
19777,1,1,1.0,scaffold,iid_test
19780,1,1,1.0,scaffold,iid_test
19789,1,0,0.0,scaffold,iid_test
19791,1,1,1.0,scaffold,iid_test
19792,1,1,1.0,scaffold,iid_test
19793,1,1,1.0,scaffold,iid_test
19794,1,0,0.0,scaffold,iid_test
19796,1,1,1.0,scaffold,iid_test
19821,1,1,1.0,scaffold,iid_test
19900,4,4,1.0,scaffold,iid_test
19906,1,1,1.0,scaffold,iid_test
19907,1,1,1.0,scaffold,iid_test
19911,1,1,1.0,scaffold,iid_test
19964,1,1,1.0,scaffold,iid_test
19971,1,1,1.0,scaffold,iid_test
19976,1,1,1.0,scaffold,iid_test
19977,1,1,1.0,scaffold,iid_test
19986,1,1,1.0,scaffold,iid_test
19991,1,1,1.0,scaffold,iid_test
19994,1,1,1.0,scaffold,iid_test
19998,1,1,1.0,scaffold,iid_test
20007,1,1,1.0,scaffold,iid_test
20026,1,1,1.0,scaffold,iid_test
20030,1,1,1.0,scaffold,iid_test
20034,2,2,1.0,scaffold,iid_test
20084,1,1,1.0,scaffold,iid_test
20104,1,1,1.0,scaffold,iid_test
20151,1,1,1.0,scaffold,iid_test
20250,1,1,1.0,scaffold,iid_test
20267,1,1,1.0,scaffold,iid_test
20268,1,1,1.0,scaffold,iid_test
20269,2,2,1.0,scaffold,iid_test
20270,2,2,1.0,scaffold,iid_test
20271,1,1,1.0,scaffold,iid_test
20272,2,2,1.0,scaffold,iid_test
20292,1,1,1.0,scaffold,iid_test
20312,2,2,1.0,scaffold,iid_test
20313,1,1,1.0,scaffold,iid_test
20316,1,1,1.0,scaffold,iid_test
20318,1,1,1.0,scaffold,iid_test
20319,1,1,1.0,scaffold,iid_test
20321,1,1,1.0,scaffold,iid_test
20335,1,1,1.0,scaffold,iid_test
20336,1,1,1.0,scaffold,iid_test
20337,1,1,1.0,scaffold,iid_test
20339,1,1,1.0,scaffold,iid_test
20340,2,2,1.0,scaffold,iid_test
20347,1,1,1.0,scaffold,iid_test
20350,1,1,1.0,scaffold,iid_test
20353,1,1,1.0,scaffold,iid_test
20365,1,1,1.0,scaffold,iid_test
20398,1,1,1.0,scaffold,iid_test
20506,1,1,1.0,scaffold,iid_test
20535,1,1,1.0,scaffold,iid_test
20564,3,3,1.0,scaffold,iid_test
20565,1,1,1.0,scaffold,iid_test
20571,2,2,1.0,scaffold,iid_test
20573,1,1,1.0,scaffold,iid_test
20574,1,1,1.0,scaffold,iid_test
20575,1,1,1.0,scaffold,iid_test
20580,1,1,1.0,scaffold,iid_test
20581,1,1,1.0,scaffold,iid_test
20582,1,1,1.0,scaffold,iid_test
20583,5,5,1.0,scaffold,iid_test
20587,1,1,1.0,scaffold,iid_test
20715,1,1,1.0,scaffold,iid_test
20716,1,1,1.0,scaffold,iid_test
20720,1,1,1.0,scaffold,iid_test
20786,1,0,0.0,scaffold,iid_test
20811,1,1,1.0,scaffold,iid_test
20816,3,3,1.0,scaffold,iid_test
20823,1,1,1.0,scaffold,iid_test
20835,1,1,1.0,scaffold,iid_test
20937,1,1,1.0,scaffold,iid_test
20966,1,1,1.0,scaffold,iid_test
20967,2,1,0.5,scaffold,iid_test
20969,1,1,1.0,scaffold,iid_test
20970,2,2,1.0,scaffold,iid_test
21020,1,1,1.0,scaffold,iid_test
21021,1,1,1.0,scaffold,iid_test
21072,1,1,1.0,scaffold,iid_test
21089,1,1,1.0,scaffold,iid_test
21095,1,1,1.0,scaffold,iid_test
21114,1,1,1.0,scaffold,iid_test
21115,1,1,1.0,scaffold,iid_test
21143,1,1,1.0,scaffold,iid_test
21144,1,1,1.0,scaffold,iid_test
21146,1,1,1.0,scaffold,iid_test
21148,1,1,1.0,scaffold,iid_test
21149,1,1,1.0,scaffold,iid_test
21151,1,1,1.0,scaffold,iid_test
21177,1,1,1.0,scaffold,iid_test
21185,1,1,1.0,scaffold,iid_test
21283,1,1,1.0,scaffold,iid_test
21285,1,1,1.0,scaffold,iid_test
21311,11,11,1.0,scaffold,iid_test
21324,1,1,1.0,scaffold,iid_test
21328,1,1,1.0,scaffold,iid_test
21330,2,2,1.0,scaffold,iid_test
21332,1,1,1.0,scaffold,iid_test
21333,4,4,1.0,scaffold,iid_test
21338,1,1,1.0,scaffold,iid_test
21344,1,1,1.0,scaffold,iid_test
21351,1,1,1.0,scaffold,iid_test
21355,1,1,1.0,scaffold,iid_test
21367,1,1,1.0,scaffold,iid_test
21376,1,1,1.0,scaffold,iid_test
21379,1,1,1.0,scaffold,iid_test
21385,1,1,1.0,scaffold,iid_test
21393,1,1,1.0,scaffold,iid_test
21399,1,1,1.0,scaffold,iid_test
21406,1,1,1.0,scaffold,iid_test
21418,1,1,1.0,scaffold,iid_test
21424,1,1,1.0,scaffold,iid_test
21443,1,1,1.0,scaffold,iid_test
21446,1,1,1.0,scaffold,iid_test
21447,1,1,1.0,scaffold,iid_test
21454,1,1,1.0,scaffold,iid_test
21468,1,1,1.0,scaffold,iid_test
21472,1,1,1.0,scaffold,iid_test
21690,2,2,1.0,scaffold,iid_test
21763,1,1,1.0,scaffold,iid_test
21775,1,1,1.0,scaffold,iid_test
21793,2,2,1.0,scaffold,iid_test
21812,1,1,1.0,scaffold,iid_test
21813,1,1,1.0,scaffold,iid_test
21817,1,1,1.0,scaffold,iid_test
21821,1,1,1.0,scaffold,iid_test
21828,1,1,1.0,scaffold,iid_test
21829,1,1,1.0,scaffold,iid_test
21859,1,1,1.0,scaffold,iid_test
21897,1,1,1.0,scaffold,iid_test
21908,1,1,1.0,scaffold,iid_test
21909,1,1,1.0,scaffold,iid_test
21910,1,1,1.0,scaffold,iid_test
21958,1,1,1.0,scaffold,iid_test
21966,1,1,1.0,scaffold,iid_test
21971,1,1,1.0,scaffold,iid_test
22022,1,1,1.0,scaffold,iid_test
22023,1,1,1.0,scaffold,iid_test
22025,1,1,1.0,scaffold,iid_test
22034,1,1,1.0,scaffold,iid_test
22035,1,1,1.0,scaffold,iid_test
22036,1,1,1.0,scaffold,iid_test
22041,2,2,1.0,scaffold,iid_test
22042,2,2,1.0,scaffold,iid_test
22043,2,2,1.0,scaffold,iid_test
22044,1,1,1.0,scaffold,iid_test
22047,1,1,1.0,scaffold,iid_test
22049,1,1,1.0,scaffold,iid_test
22051,2,2,1.0,scaffold,iid_test
22055,2,2,1.0,scaffold,iid_test
22056,1,1,1.0,scaffold,iid_test
22063,1,1,1.0,scaffold,iid_test
22065,1,1,1.0,scaffold,iid_test
22067,1,1,1.0,scaffold,iid_test
22073,1,1,1.0,scaffold,iid_test
22090,1,1,1.0,scaffold,iid_test
22100,1,1,1.0,scaffold,iid_test
22108,1,1,1.0,scaffold,iid_test
22109,1,1,1.0,scaffold,iid_test
22132,1,1,1.0,scaffold,iid_test
22189,1,1,1.0,scaffold,iid_test
22230,1,1,1.0,scaffold,iid_test
22231,1,1,1.0,scaffold,iid_test
22239,1,1,1.0,scaffold,iid_test
22258,1,1,1.0,scaffold,iid_test
22327,1,1,1.0,scaffold,iid_test
22336,1,1,1.0,scaffold,iid_test
22337,1,1,1.0,scaffold,iid_test
22343,2,2,1.0,scaffold,iid_test
22350,1,1,1.0,scaffold,iid_test
22351,1,1,1.0,scaffold,iid_test
22354,1,1,1.0,scaffold,iid_test
22361,1,1,1.0,scaffold,iid_test
22370,1,1,1.0,scaffold,iid_test
22423,1,1,1.0,scaffold,iid_test
22427,1,1,1.0,scaffold,iid_test
22463,1,1,1.0,scaffold,iid_test
22465,1,1,1.0,scaffold,iid_test
22467,1,1,1.0,scaffold,iid_test
22485,1,1,1.0,scaffold,iid_test
22505,1,1,1.0,scaffold,iid_test
22555,2,2,1.0,scaffold,iid_test
22556,1,1,1.0,scaffold,iid_test
22560,2,2,1.0,scaffold,iid_test
22570,1,1,1.0,scaffold,iid_test
22578,1,1,1.0,scaffold,iid_test
22579,1,1,1.0,scaffold,iid_test
22588,1,1,1.0,scaffold,iid_test
22669,1,1,1.0,scaffold,iid_test
22683,1,1,1.0,scaffold,iid_test
22685,1,1,1.0,scaffold,iid_test
22692,1,1,1.0,scaffold,iid_test
22755,1,1,1.0,scaffold,iid_test
22774,1,1,1.0,scaffold,iid_test
22775,1,1,1.0,scaffold,iid_test
22776,1,1,1.0,scaffold,iid_test
22872,1,1,1.0,scaffold,iid_test
22876,1,1,1.0,scaffold,iid_test
22959,1,1,1.0,scaffold,iid_test
22961,1,1,1.0,scaffold,iid_test
22966,1,1,1.0,scaffold,iid_test
22974,1,1,1.0,scaffold,iid_test
22994,1,1,1.0,scaffold,iid_test
22996,1,1,1.0,scaffold,iid_test
23036,4,4,1.0,scaffold,iid_test
23037,4,4,1.0,scaffold,iid_test
23038,4,4,1.0,scaffold,iid_test
23065,6,6,1.0,scaffold,iid_test
23067,5,5,1.0,scaffold,iid_test
23083,1,1,1.0,scaffold,iid_test
23110,2,2,1.0,scaffold,iid_test
23139,1,1,1.0,scaffold,iid_test
23141,1,1,1.0,scaffold,iid_test
23174,1,1,1.0,scaffold,iid_test
23188,1,1,1.0,scaffold,iid_test
23198,1,1,1.0,scaffold,iid_test
23199,1,1,1.0,scaffold,iid_test
23204,1,1,1.0,scaffold,iid_test
23215,1,1,1.0,scaffold,iid_test
23216,1,1,1.0,scaffold,iid_test
23232,1,1,1.0,scaffold,iid_test
23237,1,1,1.0,scaffold,iid_test
23255,1,1,1.0,scaffold,iid_test
23274,1,1,1.0,scaffold,iid_test
23303,1,1,1.0,scaffold,iid_test
23310,1,1,1.0,scaffold,iid_test
23311,3,2,0.6666666666666666,scaffold,iid_test
23337,1,1,1.0,scaffold,iid_test
23343,2,0,0.0,scaffold,iid_test
23344,1,0,0.0,scaffold,iid_test
23348,1,0,0.0,scaffold,iid_test
23349,1,1,1.0,scaffold,iid_test
23350,1,0,0.0,scaffold,iid_test
23351,1,0,0.0,scaffold,iid_test
23352,1,0,0.0,scaffold,iid_test
23357,1,0,0.0,scaffold,iid_test
23365,1,1,1.0,scaffold,iid_test
23367,2,2,1.0,scaffold,iid_test
23373,1,1,1.0,scaffold,iid_test
23378,2,2,1.0,scaffold,iid_test
23381,2,2,1.0,scaffold,iid_test
23485,1,1,1.0,scaffold,iid_test
23497,1,1,1.0,scaffold,iid_test
23517,1,1,1.0,scaffold,iid_test
23526,1,1,1.0,scaffold,iid_test
23536,1,1,1.0,scaffold,iid_test
23540,1,1,1.0,scaffold,iid_test
23541,1,1,1.0,scaffold,iid_test
23553,1,1,1.0,scaffold,iid_test
23555,2,2,1.0,scaffold,iid_test
23590,1,1,1.0,scaffold,iid_test
23692,5,5,1.0,scaffold,iid_test
23696,2,2,1.0,scaffold,iid_test
23698,2,2,1.0,scaffold,iid_test
23699,1,1,1.0,scaffold,iid_test
23704,1,1,1.0,scaffold,iid_test
23851,1,1,1.0,scaffold,iid_test
23852,2,2,1.0,scaffold,iid_test
23853,1,1,1.0,scaffold,iid_test
23856,1,1,1.0,scaffold,iid_test
23857,1,1,1.0,scaffold,iid_test
23862,1,1,1.0,scaffold,iid_test
23879,1,1,1.0,scaffold,iid_test
23881,1,1,1.0,scaffold,iid_test
23883,1,1,1.0,scaffold,iid_test
23884,1,1,1.0,scaffold,iid_test
23972,1,1,1.0,scaffold,iid_test
23973,1,1,1.0,scaffold,iid_test
23974,3,3,1.0,scaffold,iid_test
23975,1,1,1.0,scaffold,iid_test
23982,1,1,1.0,scaffold,iid_test
23988,1,1,1.0,scaffold,iid_test
23990,2,2,1.0,scaffold,iid_test
23991,2,2,1.0,scaffold,iid_test
23992,1,1,1.0,scaffold,iid_test
23993,1,1,1.0,scaffold,iid_test
23994,1,1,1.0,scaffold,iid_test
23995,1,1,1.0,scaffold,iid_test
23996,1,1,1.0,scaffold,iid_test
23997,1,1,1.0,scaffold,iid_test
23999,1,1,1.0,scaffold,iid_test
24000,1,1,1.0,scaffold,iid_test
24001,1,1,1.0,scaffold,iid_test
24002,1,1,1.0,scaffold,iid_test
24049,1,1,1.0,scaffold,iid_test
24051,1,1,1.0,scaffold,iid_test
24083,1,1,1.0,scaffold,iid_test
24084,1,1,1.0,scaffold,iid_test
24115,1,1,1.0,scaffold,iid_test
24116,1,1,1.0,scaffold,iid_test
24134,1,1,1.0,scaffold,iid_test
24147,1,1,1.0,scaffold,iid_test
24158,1,1,1.0,scaffold,iid_test
24176,1,1,1.0,scaffold,iid_test
24181,1,1,1.0,scaffold,iid_test
24186,1,1,1.0,scaffold,iid_test
24266,2,2,1.0,scaffold,iid_test
24286,1,1,1.0,scaffold,iid_test
24301,1,0,0.0,scaffold,iid_test
24332,2,2,1.0,scaffold,iid_test
24333,2,2,1.0,scaffold,iid_test
24335,1,1,1.0,scaffold,iid_test
24340,1,1,1.0,scaffold,iid_test
24348,1,1,1.0,scaffold,iid_test
24370,1,1,1.0,scaffold,iid_test
24372,1,1,1.0,scaffold,iid_test
24399,1,1,1.0,scaffold,iid_test
24409,1,1,1.0,scaffold,iid_test
24413,1,1,1.0,scaffold,iid_test
24415,1,1,1.0,scaffold,iid_test
24416,1,1,1.0,scaffold,iid_test
24417,1,1,1.0,scaffold,iid_test
24451,1,1,1.0,scaffold,iid_test
24509,1,1,1.0,scaffold,iid_test
24621,1,1,1.0,scaffold,iid_test
24624,1,1,1.0,scaffold,iid_test
24637,1,1,1.0,scaffold,iid_test
24695,1,1,1.0,scaffold,iid_test
24728,1,1,1.0,scaffold,iid_test
24746,1,1,1.0,scaffold,iid_test
24802,1,1,1.0,scaffold,iid_test
24808,1,1,1.0,scaffold,iid_test
24826,1,1,1.0,scaffold,iid_test
24853,1,0,0.0,scaffold,iid_test
25108,1,1,1.0,scaffold,iid_test
25109,1,1,1.0,scaffold,iid_test
25135,1,1,1.0,scaffold,iid_test
25136,1,1,1.0,scaffold,iid_test
25160,1,1,1.0,scaffold,iid_test
25165,1,1,1.0,scaffold,iid_test
25271,1,1,1.0,scaffold,iid_test
25272,1,1,1.0,scaffold,iid_test
25273,1,1,1.0,scaffold,iid_test
25274,1,1,1.0,scaffold,iid_test
25280,1,1,1.0,scaffold,iid_test
25287,1,1,1.0,scaffold,iid_test
25291,1,1,1.0,scaffold,iid_test
25292,1,1,1.0,scaffold,iid_test
25296,1,1,1.0,scaffold,iid_test
25297,1,1,1.0,scaffold,iid_test
25302,1,1,1.0,scaffold,iid_test
25305,1,1,1.0,scaffold,iid_test
25308,1,1,1.0,scaffold,iid_test
25310,1,1,1.0,scaffold,iid_test
25331,1,1,1.0,scaffold,iid_test
25352,1,1,1.0,scaffold,iid_test
25371,1,1,1.0,scaffold,iid_test
25558,1,1,1.0,scaffold,iid_test
25596,1,1,1.0,scaffold,iid_test
25597,1,1,1.0,scaffold,iid_test
25600,1,1,1.0,scaffold,iid_test
25601,1,1,1.0,scaffold,iid_test
25606,1,1,1.0,scaffold,iid_test
25608,1,1,1.0,scaffold,iid_test
25610,1,1,1.0,scaffold,iid_test
25625,1,1,1.0,scaffold,iid_test
25640,1,1,1.0,scaffold,iid_test
25644,1,1,1.0,scaffold,iid_test
25648,1,1,1.0,scaffold,iid_test
25649,1,1,1.0,scaffold,iid_test
25650,2,2,1.0,scaffold,iid_test
25661,1,1,1.0,scaffold,iid_test
25663,1,1,1.0,scaffold,iid_test
25665,1,1,1.0,scaffold,iid_test
25669,1,1,1.0,scaffold,iid_test
25670,1,1,1.0,scaffold,iid_test
25702,1,1,1.0,scaffold,iid_test
25704,2,2,1.0,scaffold,iid_test
25705,1,1,1.0,scaffold,iid_test
25730,1,1,1.0,scaffold,iid_test
25757,1,1,1.0,scaffold,iid_test
25760,1,1,1.0,scaffold,iid_test
25761,1,1,1.0,scaffold,iid_test
25780,1,1,1.0,scaffold,iid_test
25849,1,1,1.0,scaffold,iid_test
25851,2,2,1.0,scaffold,iid_test
25854,1,1,1.0,scaffold,iid_test
25865,4,4,1.0,scaffold,iid_test
25866,1,1,1.0,scaffold,iid_test
25871,1,1,1.0,scaffold,iid_test
25888,1,1,1.0,scaffold,iid_test
25907,1,1,1.0,scaffold,iid_test
25909,1,1,1.0,scaffold,iid_test
25910,1,1,1.0,scaffold,iid_test
25911,1,1,1.0,scaffold,iid_test
25922,1,1,1.0,scaffold,iid_test
25923,1,1,1.0,scaffold,iid_test
25925,1,1,1.0,scaffold,iid_test
25935,1,1,1.0,scaffold,iid_test
25940,1,1,1.0,scaffold,iid_test
25944,1,1,1.0,scaffold,iid_test
26060,1,1,1.0,scaffold,iid_test
26070,1,1,1.0,scaffold,iid_test
26080,1,1,1.0,scaffold,iid_test
26087,1,1,1.0,scaffold,iid_test
26106,2,2,1.0,scaffold,iid_test
26110,1,1,1.0,scaffold,iid_test
26113,1,1,1.0,scaffold,iid_test
26128,1,1,1.0,scaffold,iid_test
26130,1,1,1.0,scaffold,iid_test
26133,1,1,1.0,scaffold,iid_test
26141,1,1,1.0,scaffold,iid_test
26164,1,1,1.0,scaffold,iid_test
26203,2,2,1.0,scaffold,iid_test
26204,1,1,1.0,scaffold,iid_test
26210,1,1,1.0,scaffold,iid_test
26223,1,1,1.0,scaffold,iid_test
26226,1,1,1.0,scaffold,iid_test
26233,1,1,1.0,scaffold,iid_test
26235,1,1,1.0,scaffold,iid_test
26237,1,1,1.0,scaffold,iid_test
26242,1,1,1.0,scaffold,iid_test
26250,1,1,1.0,scaffold,iid_test
26295,1,1,1.0,scaffold,iid_test
26297,1,1,1.0,scaffold,iid_test
26335,1,1,1.0,scaffold,iid_test
26360,1,1,1.0,scaffold,iid_test
26361,1,1,1.0,scaffold,iid_test
26362,1,1,1.0,scaffold,iid_test
26375,1,1,1.0,scaffold,iid_test
26376,1,1,1.0,scaffold,iid_test
26379,1,1,1.0,scaffold,iid_test
26382,1,1,1.0,scaffold,iid_test
26384,1,1,1.0,scaffold,iid_test
26385,1,1,1.0,scaffold,iid_test
26394,1,1,1.0,scaffold,iid_test
26395,1,1,1.0,scaffold,iid_test
26406,1,1,1.0,scaffold,iid_test
26407,1,1,1.0,scaffold,iid_test
26415,2,2,1.0,scaffold,iid_test
26418,1,1,1.0,scaffold,iid_test
26419,1,1,1.0,scaffold,iid_test
26423,1,1,1.0,scaffold,iid_test
26468,2,2,1.0,scaffold,iid_test
26469,1,1,1.0,scaffold,iid_test
26503,1,1,1.0,scaffold,iid_test
26511,1,1,1.0,scaffold,iid_test
26515,1,1,1.0,scaffold,iid_test
26525,1,1,1.0,scaffold,iid_test
26532,1,1,1.0,scaffold,iid_test
26578,2,2,1.0,scaffold,iid_test
26587,1,1,1.0,scaffold,iid_test
26593,3,3,1.0,scaffold,iid_test
26594,2,2,1.0,scaffold,iid_test
26597,1,1,1.0,scaffold,iid_test
26599,4,4,1.0,scaffold,iid_test
26600,1,1,1.0,scaffold,iid_test
26601,2,2,1.0,scaffold,iid_test
26613,1,1,1.0,scaffold,iid_test
26629,1,1,1.0,scaffold,iid_test
26660,5,5,1.0,scaffold,iid_test
26662,1,1,1.0,scaffold,iid_test
26666,1,1,1.0,scaffold,iid_test
26668,1,1,1.0,scaffold,iid_test
26674,1,1,1.0,scaffold,iid_test
26676,1,1,1.0,scaffold,iid_test
26684,1,1,1.0,scaffold,iid_test
26685,1,1,1.0,scaffold,iid_test
26686,2,2,1.0,scaffold,iid_test
26691,1,1,1.0,scaffold,iid_test
26694,1,1,1.0,scaffold,iid_test
26699,1,1,1.0,scaffold,iid_test
26707,1,1,1.0,scaffold,iid_test
26709,1,1,1.0,scaffold,iid_test
26712,2,2,1.0,scaffold,iid_test
26715,2,2,1.0,scaffold,iid_test
26719,1,1,1.0,scaffold,iid_test
26723,3,3,1.0,scaffold,iid_test
26726,1,1,1.0,scaffold,iid_test
26729,1,1,1.0,scaffold,iid_test
26731,1,1,1.0,scaffold,iid_test
26732,1,1,1.0,scaffold,iid_test
26736,1,1,1.0,scaffold,iid_test
26738,1,1,1.0,scaffold,iid_test
26740,1,1,1.0,scaffold,iid_test
26741,1,1,1.0,scaffold,iid_test
26743,1,1,1.0,scaffold,iid_test
26745,1,1,1.0,scaffold,iid_test
26746,1,1,1.0,scaffold,iid_test
26753,1,1,1.0,scaffold,iid_test
26757,1,1,1.0,scaffold,iid_test
26764,1,1,1.0,scaffold,iid_test
26790,1,1,1.0,scaffold,iid_test
26800,1,1,1.0,scaffold,iid_test
26821,1,1,1.0,scaffold,iid_test
26854,1,1,1.0,scaffold,iid_test
26860,2,2,1.0,scaffold,iid_test
26864,13,13,1.0,scaffold,iid_test
26878,1,1,1.0,scaffold,iid_test
26879,1,1,1.0,scaffold,iid_test
26881,1,1,1.0,scaffold,iid_test
26906,2,2,1.0,scaffold,iid_test
26953,1,1,1.0,scaffold,iid_test
26975,1,1,1.0,scaffold,iid_test
26976,1,1,1.0,scaffold,iid_test
26977,1,1,1.0,scaffold,iid_test
26978,1,1,1.0,scaffold,iid_test
26980,1,1,1.0,scaffold,iid_test
26992,1,1,1.0,scaffold,iid_test
26994,1,1,1.0,scaffold,iid_test
26997,1,1,1.0,scaffold,iid_test
27041,1,1,1.0,scaffold,iid_test
27108,1,1,1.0,scaffold,iid_test
27116,1,1,1.0,scaffold,iid_test
27118,1,1,1.0,scaffold,iid_test
27125,2,2,1.0,scaffold,iid_test
27126,1,1,1.0,scaffold,iid_test
27133,1,1,1.0,scaffold,iid_test
27140,1,1,1.0,scaffold,iid_test
27144,1,1,1.0,scaffold,iid_test
27146,1,1,1.0,scaffold,iid_test
27154,1,1,1.0,scaffold,iid_test
27160,1,1,1.0,scaffold,iid_test
27162,1,1,1.0,scaffold,iid_test
27196,1,1,1.0,scaffold,iid_test
27199,1,1,1.0,scaffold,iid_test
27202,1,1,1.0,scaffold,iid_test
27203,1,1,1.0,scaffold,iid_test
27219,1,1,1.0,scaffold,iid_test
27235,1,1,1.0,scaffold,iid_test
27372,1,1,1.0,scaffold,iid_test
27381,1,1,1.0,scaffold,iid_test
27411,1,1,1.0,scaffold,iid_test
27412,1,1,1.0,scaffold,iid_test
27413,1,1,1.0,scaffold,iid_test
27414,1,1,1.0,scaffold,iid_test
27429,1,1,1.0,scaffold,iid_test
27448,1,1,1.0,scaffold,iid_test
27452,1,1,1.0,scaffold,iid_test
27454,1,1,1.0,scaffold,iid_test
27476,1,1,1.0,scaffold,iid_test
27477,1,1,1.0,scaffold,iid_test
27480,1,1,1.0,scaffold,iid_test
27695,1,1,1.0,scaffold,iid_test
27697,1,1,1.0,scaffold,iid_test
27700,1,1,1.0,scaffold,iid_test
27704,1,1,1.0,scaffold,iid_test
