assay_id,split,passes_filter,n_total,n_inexact,n_invalid,n_exact,fraction_exact,n_actives,n_has_binary,fraction_active
CHEMBL3424109,train,1,39,0,0,39,1.0,19.0,39,0.48717948717948717
CHEMBL3424213,train,1,60,26,0,34,0.5666666666666667,27.0,34,0.7941176470588235
CHEMBL3424257,train,1,39,0,0,39,1.0,10.0,39,0.2564102564102564
CHEMBL3424346,train,1,45,0,0,45,1.0,22.0,45,0.4888888888888889
CHEMBL3424703,train,1,33,0,0,33,1.0,16.0,33,0.48484848484848486
CHEMBL3424787,train,1,37,0,0,37,1.0,18.0,37,0.4864864864864865
CHEMBL3424816,train,1,35,0,0,35,1.0,11.0,35,0.3142857142857143
CHEMBL3424851,train,1,50,0,0,50,1.0,49.0,50,0.98
CHEMBL3424914,train,1,48,0,0,48,1.0,18.0,48,0.375
CHEMBL3424997,train,1,41,7,0,34,0.8292682926829268,33.0,34,0.9705882352941176
CHEMBL3424998,train,1,39,7,0,32,0.8205128205128205,31.0,32,0.96875
CHEMBL3425032,train,1,47,13,0,34,0.723404255319149,34.0,34,1.0
CHEMBL3425083,train,1,39,4,0,35,0.8974358974358975,19.0,35,0.5428571428571428
CHEMBL3425138,train,1,37,3,0,34,0.918918918918919,17.0,34,0.5
CHEMBL3425140,train,1,38,3,0,35,0.9210526315789473,19.0,35,0.5428571428571428
CHEMBL3427871,train,1,42,0,0,42,1.0,21.0,42,0.5
CHEMBL3427872,train,1,42,0,0,42,1.0,20.0,42,0.47619047619047616
CHEMBL3427924,train,1,70,11,0,59,0.8428571428571429,35.0,59,0.5932203389830508
CHEMBL3428132,train,1,35,2,0,33,0.9428571428571428,15.0,33,0.45454545454545453
CHEMBL3428133,train,1,34,1,0,33,0.9705882352941176,16.0,33,0.48484848484848486
CHEMBL3428284,train,1,43,1,0,42,0.9767441860465116,0.0,42,0.0
CHEMBL3428285,train,1,44,1,0,43,0.9772727272727273,22.0,43,0.5116279069767442
CHEMBL3428295,train,1,34,0,0,34,1.0,16.0,34,0.47058823529411764
CHEMBL3428359,train,1,82,3,0,79,0.9634146341463414,40.0,79,0.5063291139240507
CHEMBL3428360,train,1,82,1,0,81,0.9878048780487805,81.0,81,1.0
CHEMBL3428482,train,1,45,13,0,32,0.7111111111111111,22.0,32,0.6875
CHEMBL3428566,train,1,61,0,0,61,1.0,29.0,61,0.47540983606557374
CHEMBL3428567,train,1,61,0,0,61,1.0,29.0,61,0.47540983606557374
CHEMBL3428568,train,1,61,0,1,60,0.9836065573770492,30.0,60,0.5
CHEMBL3428569,train,1,61,0,0,61,1.0,29.0,61,0.47540983606557374
CHEMBL3428570,train,1,61,0,0,61,1.0,30.0,61,0.4918032786885246
CHEMBL3428571,train,1,61,0,1,60,0.9836065573770492,27.0,60,0.45
CHEMBL3428578,train,1,60,0,0,60,1.0,9.0,60,0.15
CHEMBL3428614,train,1,36,0,0,36,1.0,18.0,36,0.5
CHEMBL3428617,train,1,36,0,0,36,1.0,18.0,36,0.5
CHEMBL3428658,train,1,39,0,0,39,1.0,19.0,39,0.48717948717948717
CHEMBL3428716,train,1,40,0,5,35,0.875,20.0,35,0.5714285714285714
CHEMBL3428793,train,1,33,0,0,33,1.0,3.0,33,0.09090909090909091
CHEMBL3428916,train,1,50,1,0,49,0.98,20.0,49,0.40816326530612246
CHEMBL3429301,train,1,39,0,0,39,1.0,39.0,39,1.0
CHEMBL3429821,train,1,40,1,0,39,0.975,39.0,39,1.0
CHEMBL3429910,train,1,36,1,0,35,0.9722222222222222,35.0,35,1.0
CHEMBL3429911,train,1,37,3,0,34,0.918918918918919,33.0,34,0.9705882352941176
CHEMBL3430282,train,1,46,0,7,39,0.8478260869565217,11.0,39,0.28205128205128205
CHEMBL3431446,train,1,583,32,0,551,0.9451114922813036,268.0,551,0.4863883847549909
CHEMBL3431447,train,1,579,64,0,515,0.8894645941278065,289.0,515,0.5611650485436893
CHEMBL3431448,train,1,579,38,0,541,0.9343696027633851,274.0,541,0.5064695009242144
CHEMBL3431449,train,1,579,336,0,243,0.41968911917098445,240.0,243,0.9876543209876543
CHEMBL3431450,train,1,588,188,0,400,0.6802721088435374,280.0,400,0.7
CHEMBL3431451,train,1,590,252,0,338,0.5728813559322034,288.0,338,0.8520710059171598
CHEMBL3431452,train,1,586,175,0,411,0.7013651877133106,283.0,411,0.6885644768856448
CHEMBL3431453,train,1,589,294,0,295,0.5008488964346349,287.0,295,0.9728813559322034
CHEMBL3431454,train,1,579,85,0,494,0.853195164075993,288.0,494,0.582995951417004
CHEMBL3431455,train,1,571,156,0,415,0.7267950963222417,280.0,415,0.6746987951807228
CHEMBL3431456,train,1,590,379,0,211,0.3576271186440678,206.0,211,0.976303317535545
CHEMBL3431457,train,1,222,85,0,137,0.6171171171171171,92.0,137,0.6715328467153284
CHEMBL3431458,train,1,582,209,0,373,0.6408934707903781,268.0,373,0.7184986595174263
CHEMBL3431931,train,1,476,212,0,264,0.5546218487394958,109.0,264,0.4128787878787879
CHEMBL3431934,train,1,455,289,0,166,0.3648351648351648,65.0,166,0.39156626506024095
CHEMBL3436039,train,1,792,372,0,420,0.5303030303030303,394.0,420,0.9380952380952381
CHEMBL3436040,train,1,792,372,0,420,0.5303030303030303,387.0,420,0.9214285714285714
CHEMBL3436041,train,1,792,356,0,436,0.5505050505050505,396.0,436,0.908256880733945
CHEMBL3436042,train,1,13232,0,2140,11092,0.8382708585247884,306.0,11092,0.02758745041471331
CHEMBL3436043,train,1,13232,0,1988,11244,0.849758162031439,294.0,11244,0.026147278548559232
CHEMBL3436044,train,1,13232,0,2938,10294,0.777962515114873,235.0,10294,0.022828832329512338
CHEMBL3507681,train,1,68620,0,47506,21114,0.30769454969396676,212.0,21114,0.010040731268352752
CHEMBL3527758,train,1,59,1,1,57,0.9661016949152542,29.0,57,0.5087719298245614
CHEMBL3530850,train,1,36,0,0,36,1.0,4.0,36,0.1111111111111111
CHEMBL3530851,train,1,33,0,0,33,1.0,14.0,33,0.42424242424242425
CHEMBL3531531,train,1,50,0,0,50,1.0,25.0,50,0.5
CHEMBL3531532,train,1,50,0,0,50,1.0,23.0,50,0.46
CHEMBL3531873,train,1,47,0,0,47,1.0,23.0,47,0.48936170212765956
CHEMBL3531874,train,1,33,0,0,33,1.0,16.0,33,0.48484848484848486
CHEMBL3531878,train,1,56,0,0,56,1.0,25.0,56,0.44642857142857145
CHEMBL3531879,train,1,55,0,0,55,1.0,27.0,55,0.4909090909090909
CHEMBL3531880,train,1,46,0,0,46,1.0,23.0,46,0.5
CHEMBL3540573,train,1,83,45,0,38,0.4578313253012048,9.0,38,0.23684210526315788
CHEMBL3540574,train,1,83,45,0,38,0.4578313253012048,3.0,38,0.07894736842105263
CHEMBL3540575,train,1,83,0,0,83,1.0,64.0,83,0.7710843373493976
CHEMBL3561977,train,1,463,1,0,462,0.9978401727861771,231.0,462,0.5
CHEMBL3561978,train,1,50,0,0,50,1.0,45.0,50,0.9
CHEMBL3561989,train,1,316,73,0,243,0.7689873417721519,158.0,243,0.6502057613168725
CHEMBL3561991,train,1,32,0,0,32,1.0,32.0,32,1.0
CHEMBL3561996,train,1,120,0,0,120,1.0,108.0,120,0.9
CHEMBL3561999,train,1,73,5,0,68,0.9315068493150684,68.0,68,1.0
CHEMBL3562006,train,1,163,3,0,160,0.9815950920245399,81.0,160,0.50625
CHEMBL3562007,train,1,1226,39,0,1187,0.968189233278956,582.0,1187,0.4903117101937658
CHEMBL3562015,train,1,463,0,0,463,1.0,463.0,463,1.0
CHEMBL3562017,train,1,61,1,0,60,0.9836065573770492,53.0,60,0.8833333333333333
CHEMBL3562021,train,1,135,0,0,135,1.0,113.0,135,0.837037037037037
CHEMBL3562024,train,1,73,0,0,73,1.0,73.0,73,1.0
CHEMBL3562026,train,1,81,0,0,81,1.0,81.0,81,1.0
CHEMBL3562027,train,1,116,0,0,116,1.0,107.0,116,0.9224137931034483
CHEMBL3562031,train,1,369,131,0,238,0.6449864498644986,184.0,238,0.773109243697479
CHEMBL3562038,train,1,111,0,0,111,1.0,109.0,111,0.9819819819819819
CHEMBL3562039,train,1,43,9,0,34,0.7906976744186046,16.0,34,0.47058823529411764
CHEMBL3562043,train,1,149,0,0,149,1.0,149.0,149,1.0
CHEMBL3562044,train,1,56,14,0,42,0.75,28.0,42,0.6666666666666666
CHEMBL3562046,train,1,39,0,0,39,1.0,39.0,39,1.0
CHEMBL3562052,train,1,39,0,0,39,1.0,39.0,39,1.0
CHEMBL3562063,train,1,146,9,0,137,0.9383561643835616,137.0,137,1.0
CHEMBL3562069,train,1,119,0,0,119,1.0,112.0,119,0.9411764705882353
CHEMBL3562076,train,1,100,38,0,62,0.62,41.0,62,0.6612903225806451
CHEMBL3562093,train,1,52,6,0,46,0.8846153846153846,26.0,46,0.5652173913043478
CHEMBL3562095,train,1,63,2,0,61,0.9682539682539683,31.0,61,0.5081967213114754
CHEMBL3562103,train,1,463,0,0,463,1.0,230.0,463,0.49676025917926564
CHEMBL3562105,train,1,41,2,0,39,0.9512195121951219,20.0,39,0.5128205128205128
CHEMBL3562108,train,1,48,0,0,48,1.0,24.0,48,0.5
CHEMBL3562121,train,1,53,0,0,53,1.0,44.0,53,0.8301886792452831
CHEMBL3562122,train,1,128,90,0,38,0.296875,6.0,38,0.15789473684210525
CHEMBL3562123,train,1,96,0,0,96,1.0,96.0,96,1.0
CHEMBL3562124,train,1,113,0,0,113,1.0,111.0,113,0.9823008849557522
CHEMBL3562130,train,1,113,0,0,113,1.0,89.0,113,0.7876106194690266
CHEMBL3562139,train,1,32,0,0,32,1.0,32.0,32,1.0
CHEMBL3562141,train,1,60,1,0,59,0.9833333333333333,57.0,59,0.9661016949152542
CHEMBL3562148,train,1,72,19,0,53,0.7361111111111112,36.0,53,0.6792452830188679
CHEMBL3579280,train,1,40,3,0,37,0.925,20.0,37,0.5405405405405406
CHEMBL3579631,train,1,54,1,0,53,0.9814814814814815,27.0,53,0.5094339622641509
CHEMBL3579632,train,1,54,17,0,37,0.6851851851851852,0.0,37,0.0
CHEMBL3579633,train,1,52,0,0,52,1.0,26.0,52,0.5
CHEMBL3579720,train,1,94,8,0,86,0.9148936170212766,86.0,86,1.0
CHEMBL3579721,train,1,67,13,0,54,0.8059701492537313,54.0,54,1.0
CHEMBL3579723,train,1,51,3,0,48,0.9411764705882353,0.0,48,0.0
CHEMBL3579898,train,1,44,0,0,44,1.0,22.0,44,0.5
CHEMBL3579899,train,1,44,0,4,40,0.9090909090909091,22.0,40,0.55
CHEMBL3579900,train,1,44,0,0,44,1.0,22.0,44,0.5
CHEMBL3579901,train,1,44,0,1,43,0.9772727272727273,22.0,43,0.5116279069767442
CHEMBL3579902,train,1,44,0,0,44,1.0,22.0,44,0.5
CHEMBL3579903,train,1,44,0,0,44,1.0,21.0,44,0.4772727272727273
CHEMBL3579904,train,1,44,0,0,44,1.0,22.0,44,0.5
CHEMBL3579905,train,1,44,0,1,43,0.9772727272727273,21.0,43,0.4883720930232558
CHEMBL3580013,train,1,51,0,17,34,0.6666666666666666,16.0,34,0.47058823529411764
CHEMBL3580014,train,1,51,0,0,51,1.0,21.0,51,0.4117647058823529
CHEMBL3580143,train,1,42,0,0,42,1.0,21.0,42,0.5
CHEMBL3580181,train,1,51,0,14,37,0.7254901960784313,14.0,37,0.3783783783783784
CHEMBL3580182,train,1,51,0,0,51,1.0,23.0,51,0.45098039215686275
CHEMBL3582719,train,1,39,0,0,39,1.0,39.0,39,1.0
CHEMBL3582780,train,1,37,0,0,37,1.0,37.0,37,1.0
CHEMBL3583195,train,1,56,7,0,49,0.875,26.0,49,0.5306122448979592
CHEMBL3583196,train,1,53,0,4,49,0.9245283018867925,7.0,49,0.14285714285714285
CHEMBL3583343,train,1,33,0,0,33,1.0,33.0,33,1.0
CHEMBL3583381,train,1,42,0,0,42,1.0,42.0,42,1.0
CHEMBL3583382,train,1,42,0,0,42,1.0,42.0,42,1.0
CHEMBL3583383,train,1,42,0,0,42,1.0,21.0,42,0.5
CHEMBL3583672,train,1,38,0,0,38,1.0,4.0,38,0.10526315789473684
CHEMBL3583864,train,1,34,0,0,34,1.0,16.0,34,0.47058823529411764
CHEMBL3584050,train,1,53,0,0,53,1.0,53.0,53,1.0
CHEMBL3584387,train,1,72,22,0,50,0.6944444444444444,36.0,50,0.72
CHEMBL3584717,train,1,50,0,0,50,1.0,50.0,50,1.0
CHEMBL3584718,train,1,47,7,0,40,0.851063829787234,23.0,40,0.575
CHEMBL3584939,train,1,37,1,0,36,0.972972972972973,35.0,36,0.9722222222222222
CHEMBL3584940,train,1,38,0,0,38,1.0,36.0,38,0.9473684210526315
CHEMBL3585048,train,1,39,5,0,34,0.8717948717948718,19.0,34,0.5588235294117647
CHEMBL3585162,train,1,33,0,0,33,1.0,11.0,33,0.3333333333333333
CHEMBL3585197,train,1,38,4,0,34,0.8947368421052632,18.0,34,0.5294117647058824
CHEMBL3586839,train,1,40,0,0,40,1.0,40.0,40,1.0
CHEMBL3586840,train,1,40,0,0,40,1.0,0.0,40,0.0
CHEMBL3586881,train,1,34,1,0,33,0.9705882352941176,17.0,33,0.5151515151515151
CHEMBL3586882,train,1,34,0,0,34,1.0,17.0,34,0.5
CHEMBL3587157,train,1,53,11,0,42,0.7924528301886793,24.0,42,0.5714285714285714
CHEMBL3587158,train,1,53,4,0,49,0.9245283018867925,25.0,49,0.5102040816326531
CHEMBL3587208,train,1,49,0,0,49,1.0,24.0,49,0.4897959183673469
CHEMBL3587453,train,1,45,5,0,40,0.8888888888888888,21.0,40,0.525
CHEMBL3587454,train,1,45,5,0,40,0.8888888888888888,22.0,40,0.55
CHEMBL3587455,train,1,45,4,0,41,0.9111111111111111,18.0,41,0.43902439024390244
CHEMBL3587456,train,1,41,5,0,36,0.8780487804878049,19.0,36,0.5277777777777778
CHEMBL3587457,train,1,41,7,0,34,0.8292682926829268,20.0,34,0.5882352941176471
CHEMBL3587482,train,1,42,0,0,42,1.0,42.0,42,1.0
CHEMBL3587585,train,1,37,0,1,36,0.972972972972973,17.0,36,0.4722222222222222
CHEMBL3587587,train,1,37,0,0,37,1.0,18.0,37,0.4864864864864865
CHEMBL3588430,train,1,54,5,0,49,0.9074074074074074,39.0,49,0.7959183673469388
CHEMBL3588472,train,1,37,0,0,37,1.0,18.0,37,0.4864864864864865
CHEMBL3588474,train,1,40,0,0,40,1.0,20.0,40,0.5
CHEMBL3588476,train,1,34,0,0,34,1.0,17.0,34,0.5
CHEMBL3590745,train,1,54,8,0,46,0.8518518518518519,46.0,46,1.0
CHEMBL3590859,train,1,54,2,0,52,0.9629629629629629,52.0,52,1.0
CHEMBL3590860,train,1,53,0,0,53,1.0,53.0,53,1.0
CHEMBL3591124,train,1,33,0,0,33,1.0,31.0,33,0.9393939393939394
CHEMBL3591125,train,1,33,0,0,33,1.0,33.0,33,1.0
CHEMBL3591150,train,1,33,0,0,33,1.0,0.0,33,0.0
CHEMBL3591166,train,1,71,10,0,61,0.8591549295774648,59.0,61,0.9672131147540983
CHEMBL3591210,train,1,34,0,0,34,1.0,16.0,34,0.47058823529411764
CHEMBL3591211,train,1,33,0,0,33,1.0,14.0,33,0.42424242424242425
CHEMBL3591296,train,1,33,1,0,32,0.9696969696969697,0.0,32,0.0
CHEMBL3591306,train,1,33,0,1,32,0.9696969696969697,16.0,32,0.5
CHEMBL3591435,train,1,46,1,0,45,0.9782608695652174,45.0,45,1.0
CHEMBL3591440,train,1,53,1,0,52,0.9811320754716981,52.0,52,1.0
CHEMBL3591513,train,1,46,1,0,45,0.9782608695652174,44.0,45,0.9777777777777777
CHEMBL3591516,train,1,45,0,0,45,1.0,44.0,45,0.9777777777777777
CHEMBL3591558,train,1,37,0,0,37,1.0,17.0,37,0.4594594594594595
CHEMBL3591559,train,1,39,0,0,39,1.0,18.0,39,0.46153846153846156
CHEMBL3591560,train,1,38,0,0,38,1.0,19.0,38,0.5
CHEMBL3591561,train,1,39,0,1,38,0.9743589743589743,19.0,38,0.5
CHEMBL3591792,train,1,48,1,0,47,0.9791666666666666,45.0,47,0.9574468085106383
CHEMBL3591793,train,1,48,1,0,47,0.9791666666666666,47.0,47,1.0
CHEMBL3591894,train,1,44,0,9,35,0.7954545454545454,22.0,35,0.6285714285714286
CHEMBL3591895,train,1,54,0,14,40,0.7407407407407407,13.0,40,0.325
CHEMBL3592254,train,1,39,0,0,39,1.0,19.0,39,0.48717948717948717
CHEMBL3592342,train,1,36,3,0,33,0.9166666666666666,18.0,33,0.5454545454545454
CHEMBL3592363,train,1,38,2,0,36,0.9473684210526315,19.0,36,0.5277777777777778
CHEMBL3592364,train,1,39,1,0,38,0.9743589743589743,33.0,38,0.868421052631579
CHEMBL3592467,train,1,49,0,0,49,1.0,38.0,49,0.7755102040816326
CHEMBL3592701,train,1,45,2,0,43,0.9555555555555556,22.0,43,0.5116279069767442
CHEMBL3594881,train,1,45,0,0,45,1.0,45.0,45,1.0
CHEMBL3594882,train,1,45,0,0,45,1.0,45.0,45,1.0
CHEMBL3594883,train,1,45,0,0,45,1.0,45.0,45,1.0
CHEMBL3594967,train,1,36,2,0,34,0.9444444444444444,34.0,34,1.0
CHEMBL3594968,train,1,32,0,0,32,1.0,32.0,32,1.0
CHEMBL3595150,train,1,36,0,0,36,1.0,18.0,36,0.5
CHEMBL3595275,train,1,59,1,0,58,0.9830508474576272,28.0,58,0.4827586206896552
CHEMBL3595792,train,1,41,0,0,41,1.0,4.0,41,0.0975609756097561
CHEMBL3595950,train,1,81,3,0,78,0.9629629629629629,40.0,78,0.5128205128205128
CHEMBL3595951,train,1,79,4,0,75,0.9493670886075949,39.0,75,0.52
CHEMBL3598468,train,1,53,0,0,53,1.0,53.0,53,1.0
CHEMBL3598469,train,1,49,0,0,49,1.0,49.0,49,1.0
CHEMBL3598548,train,1,36,3,0,33,0.9166666666666666,18.0,33,0.5454545454545454
CHEMBL3598603,train,1,40,0,0,40,1.0,20.0,40,0.5
CHEMBL3598610,train,1,38,0,0,38,1.0,38.0,38,1.0
CHEMBL3598804,train,1,40,0,0,40,1.0,37.0,40,0.925
CHEMBL3599133,train,1,38,1,0,37,0.9736842105263158,37.0,37,1.0
CHEMBL3599134,train,1,42,2,0,40,0.9523809523809523,40.0,40,1.0
CHEMBL3599168,train,1,43,1,0,42,0.9767441860465116,39.0,42,0.9285714285714286
CHEMBL3599260,train,1,36,1,0,35,0.9722222222222222,35.0,35,1.0
CHEMBL3599261,train,1,36,0,0,36,1.0,36.0,36,1.0
CHEMBL3599351,train,1,52,0,0,52,1.0,9.0,52,0.17307692307692307
CHEMBL3599352,train,1,52,0,0,52,1.0,26.0,52,0.5
CHEMBL3599353,train,1,51,0,0,51,1.0,25.0,51,0.49019607843137253
CHEMBL3599389,train,1,52,0,8,44,0.8461538461538461,2.0,44,0.045454545454545456
CHEMBL3599391,train,1,52,0,0,52,1.0,25.0,52,0.4807692307692308
CHEMBL3599631,train,1,42,5,0,37,0.8809523809523809,21.0,37,0.5675675675675675
CHEMBL3599632,train,1,42,2,0,40,0.9523809523809523,40.0,40,1.0
CHEMBL3599633,train,1,34,0,0,34,1.0,16.0,34,0.47058823529411764
CHEMBL3599704,train,1,39,2,0,37,0.9487179487179487,37.0,37,1.0
CHEMBL3599705,train,1,37,0,0,37,1.0,17.0,37,0.4594594594594595
CHEMBL3599707,train,1,37,0,0,37,1.0,37.0,37,1.0
CHEMBL3599708,train,1,37,0,0,37,1.0,17.0,37,0.4594594594594595
CHEMBL3599783,train,1,38,0,0,38,1.0,38.0,38,1.0
CHEMBL3599967,train,1,44,11,0,33,0.75,33.0,33,1.0
CHEMBL3603022,train,1,37,0,0,37,1.0,37.0,37,1.0
CHEMBL3603023,train,1,37,0,0,37,1.0,37.0,37,1.0
CHEMBL3603024,train,1,37,0,0,37,1.0,37.0,37,1.0
CHEMBL3603054,train,1,64,0,0,64,1.0,64.0,64,1.0
CHEMBL3603110,train,1,37,0,0,37,1.0,37.0,37,1.0
CHEMBL3603111,train,1,37,0,0,37,1.0,37.0,37,1.0
CHEMBL3603112,train,1,37,0,0,37,1.0,37.0,37,1.0
CHEMBL3603113,train,1,37,0,0,37,1.0,37.0,37,1.0
CHEMBL3603114,train,1,49,0,0,49,1.0,49.0,49,1.0
CHEMBL3603291,train,1,94,28,0,66,0.7021276595744681,47.0,66,0.7121212121212122
CHEMBL3603292,train,1,94,25,0,69,0.7340425531914894,39.0,69,0.5652173913043478
CHEMBL3603293,train,1,94,32,0,62,0.6595744680851063,39.0,62,0.6290322580645161
CHEMBL3603326,train,1,72,9,0,63,0.875,63.0,63,1.0
CHEMBL3603327,train,1,64,3,0,61,0.953125,32.0,61,0.5245901639344263
CHEMBL3603328,train,1,64,5,0,59,0.921875,32.0,59,0.5423728813559322
CHEMBL3603329,train,1,69,4,0,65,0.9420289855072463,63.0,65,0.9692307692307692
CHEMBL3603330,train,1,64,4,0,60,0.9375,32.0,60,0.5333333333333333
CHEMBL3603331,train,1,64,6,0,58,0.90625,32.0,58,0.5517241379310345
CHEMBL3603389,train,1,44,0,0,44,1.0,21.0,44,0.4772727272727273
CHEMBL3603390,train,1,44,0,0,44,1.0,22.0,44,0.5
CHEMBL3603391,train,1,44,4,0,40,0.9090909090909091,19.0,40,0.475
CHEMBL3603393,train,1,37,1,0,36,0.972972972972973,17.0,36,0.4722222222222222
CHEMBL3603394,train,1,40,5,0,35,0.875,16.0,35,0.45714285714285713
CHEMBL3606124,train,1,33,0,0,33,1.0,33.0,33,1.0
CHEMBL3606125,train,1,34,0,0,34,1.0,15.0,34,0.4411764705882353
CHEMBL3606126,train,1,33,0,0,33,1.0,33.0,33,1.0
CHEMBL3606216,train,1,33,1,0,32,0.9696969696969697,16.0,32,0.5
CHEMBL3606375,train,1,64,10,0,54,0.84375,53.0,54,0.9814814814814815
CHEMBL3606488,train,1,47,5,0,42,0.8936170212765957,42.0,42,1.0
CHEMBL3606528,train,1,39,6,0,33,0.8461538461538461,19.0,33,0.5757575757575758
CHEMBL3607052,train,1,39,0,0,39,1.0,37.0,39,0.9487179487179487
CHEMBL3607053,train,1,39,7,0,32,0.8205128205128205,19.0,32,0.59375
CHEMBL3607055,train,1,39,0,0,39,1.0,39.0,39,1.0
CHEMBL3607056,train,1,44,3,0,41,0.9318181818181818,41.0,41,1.0
CHEMBL3607106,train,1,34,1,0,33,0.9705882352941176,33.0,33,1.0
CHEMBL3607180,train,1,47,0,0,47,1.0,45.0,47,0.9574468085106383
CHEMBL3607346,train,1,59,23,0,36,0.6101694915254238,36.0,36,1.0
CHEMBL3607347,train,1,41,9,0,32,0.7804878048780488,19.0,32,0.59375
CHEMBL3607513,train,1,42,0,10,32,0.7619047619047619,1.0,32,0.03125
CHEMBL3607514,train,1,42,0,5,37,0.8809523809523809,8.0,37,0.21621621621621623
CHEMBL3607541,train,1,55,5,0,50,0.9090909090909091,27.0,50,0.54
CHEMBL3607576,train,1,44,6,0,38,0.8636363636363636,37.0,38,0.9736842105263158
CHEMBL3607676,train,1,56,0,0,56,1.0,56.0,56,1.0
CHEMBL3607749,train,1,71,32,0,39,0.5492957746478874,27.0,39,0.6923076923076923
CHEMBL3607765,train,1,35,0,0,35,1.0,35.0,35,1.0
CHEMBL3607894,train,1,33,0,0,33,1.0,33.0,33,1.0
CHEMBL3607903,train,1,42,10,0,32,0.7619047619047619,21.0,32,0.65625
CHEMBL3608050,train,1,39,0,0,39,1.0,19.0,39,0.48717948717948717
CHEMBL3608052,train,1,54,0,0,54,1.0,27.0,54,0.5
CHEMBL3608053,train,1,54,16,0,38,0.7037037037037037,8.0,38,0.21052631578947367
CHEMBL3608170,train,1,33,0,0,33,1.0,16.0,33,0.48484848484848486
CHEMBL3608171,train,1,33,0,0,33,1.0,16.0,33,0.48484848484848486
CHEMBL3608172,train,1,33,0,0,33,1.0,16.0,33,0.48484848484848486
CHEMBL3608173,train,1,33,0,0,33,1.0,16.0,33,0.48484848484848486
CHEMBL3608196,train,1,224,0,0,224,1.0,43.0,224,0.19196428571428573
CHEMBL3610010,train,1,39,3,0,36,0.9230769230769231,36.0,36,1.0
CHEMBL3610011,train,1,36,0,0,36,1.0,18.0,36,0.5
CHEMBL3610355,train,1,37,5,0,32,0.8648648648648649,18.0,32,0.5625
CHEMBL3610356,train,1,37,2,0,35,0.9459459459459459,18.0,35,0.5142857142857142
CHEMBL3610358,train,1,37,3,0,34,0.918918918918919,18.0,34,0.5294117647058824
CHEMBL3610662,train,1,36,0,0,36,1.0,36.0,36,1.0
CHEMBL3610987,train,1,34,0,0,34,1.0,34.0,34,1.0
CHEMBL3614290,train,1,35,0,0,35,1.0,35.0,35,1.0
CHEMBL3614295,train,1,35,0,0,35,1.0,35.0,35,1.0
CHEMBL3614582,train,1,40,1,0,39,0.975,20.0,39,0.5128205128205128
CHEMBL3614759,train,1,46,1,0,45,0.9782608695652174,23.0,45,0.5111111111111111
CHEMBL3614760,train,1,46,1,0,45,0.9782608695652174,22.0,45,0.4888888888888889
CHEMBL3614761,train,1,46,0,0,46,1.0,22.0,46,0.4782608695652174
CHEMBL3614854,train,1,41,0,0,41,1.0,19.0,41,0.4634146341463415
CHEMBL3614909,train,1,33,0,0,33,1.0,16.0,33,0.48484848484848486
CHEMBL3614910,train,1,33,0,0,33,1.0,15.0,33,0.45454545454545453
CHEMBL3615031,train,1,33,0,0,33,1.0,16.0,33,0.48484848484848486
CHEMBL3615032,train,1,33,0,0,33,1.0,16.0,33,0.48484848484848486
CHEMBL3615228,train,1,38,0,0,38,1.0,18.0,38,0.47368421052631576
CHEMBL3615229,train,1,38,0,0,38,1.0,18.0,38,0.47368421052631576
CHEMBL3615233,train,1,44,0,0,44,1.0,22.0,44,0.5
CHEMBL3615234,train,1,44,0,0,44,1.0,22.0,44,0.5
CHEMBL3615404,train,1,97,37,0,60,0.6185567010309279,45.0,60,0.75
CHEMBL3615682,train,1,42,3,0,39,0.9285714285714286,39.0,39,1.0
CHEMBL3615683,train,1,33,0,0,33,1.0,15.0,33,0.45454545454545453
CHEMBL3615799,train,1,57,5,0,52,0.9122807017543859,25.0,52,0.4807692307692308
CHEMBL3615800,train,1,38,0,0,38,1.0,38.0,38,1.0
CHEMBL3615936,train,1,44,8,0,36,0.8181818181818182,21.0,36,0.5833333333333334
CHEMBL3615937,train,1,43,6,0,37,0.8604651162790697,18.0,37,0.4864864864864865
CHEMBL3615938,train,1,44,4,0,40,0.9090909090909091,15.0,40,0.375
CHEMBL3615939,train,1,44,12,0,32,0.7272727272727273,20.0,32,0.625
CHEMBL3615941,train,1,43,5,0,38,0.8837209302325582,16.0,38,0.42105263157894735
CHEMBL3615943,train,1,43,5,0,38,0.8837209302325582,18.0,38,0.47368421052631576
CHEMBL3615944,train,1,44,12,0,32,0.7272727272727273,10.0,32,0.3125
CHEMBL3618592,train,1,49,9,0,40,0.8163265306122449,24.0,40,0.6
CHEMBL3618926,train,1,34,0,0,34,1.0,1.0,34,0.029411764705882353
CHEMBL3618962,train,1,41,1,0,40,0.975609756097561,18.0,40,0.45
CHEMBL3619020,train,1,71,26,0,45,0.6338028169014085,35.0,45,0.7777777777777778
CHEMBL3619021,train,1,55,11,0,44,0.8,22.0,44,0.5
CHEMBL3619484,train,1,38,1,0,37,0.9736842105263158,19.0,37,0.5135135135135135
CHEMBL3619485,train,1,37,4,0,33,0.8918918918918919,18.0,33,0.5454545454545454
CHEMBL3619605,train,1,37,0,0,37,1.0,2.0,37,0.05405405405405406
CHEMBL3619967,train,1,58,0,0,58,1.0,29.0,58,0.5
CHEMBL3619983,train,1,39,0,0,39,1.0,10.0,39,0.2564102564102564
CHEMBL3619984,train,1,39,0,0,39,1.0,8.0,39,0.20512820512820512
